"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000193960","POLYMEM_Label","NIL","NIL","180BSL","Active","Design Utility",,"POLYMEM_Label layer.","No",,,"Drawn",,,,"16","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193959","PTUB1","NIL","NIL","180BSL","Active","Marker Enablement",,"PTUB 1V to 1.9V.","No",,,"Drawn",,,,"16","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193957","LVLDNSD","NIL","NIL","180BSL","Active","Design Utility",,"LVLDNMOS Drain Extension.","No",,,"Drawn",,,,"15","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193958","AD_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with AD layer.","No",,,"Drawn",,,,"15","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193947","HVLDPSD","NIL","NIL","180BSL","Active","Common Design FEOL",,"HVLDPMOS Drain Extension.","No",,,"Drawn",,,,"12","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193935","LPN_dg","NIL","NIL","180BSL","Active","Design Utility",,"Drawn LPN.","No",,,"Drawn",,,,"9","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193936","LPN_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with LPN layer.","No",,,"Drawn",,,,"9","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193934","NEPI","NIL","NIL","180BSL","Active","Marker Enablement",,"Defines NPN transistor area within deep trench.","No",,,"Drawn",,,,"8","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193933","Trench_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Trench layer.","No",,,"Drawn",,,,"6","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193931","ZeroVT","NIL","NIL","180BSL","Active","DataPrep Marker",,"ZeroVT layer.","No",,,"Drawn",,,,"4","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193937","TP_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"TP_SPE layer.","No",,,"Drawn",,,,"10","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193939","TP_Dummy","NIL","NIL","180BSL","Active","Fill",,"TP_Dummy layer.","No",,,"Drawn",,,,"10","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193938","TP_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with TP layer.","No",,,"Drawn",,,,"10","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193944","BN_Dummy","NIL","NIL","180BSL","Active","Fill",,"BN_Dummy layer.","No",,,"Drawn",,,,"11","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193945","BN_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"BN_CD layer.","No",,,"Drawn",,,,"11","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193943","BN_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with BN layer.","No",,,"Drawn",,,,"11","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193942","BN_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"BN_SPE layer.","No",,,"Drawn",,,,"11","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193940","TP_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"TP_CD layer.","No",,,"Drawn",,,,"10","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194125","HVN_Dummy","NIL","NIL","180BSL","Active","Fill",,"HVN_Dummy layer.","No",,,"Drawn",,,,"59","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194126","HVN_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"HVN_CD layer.","No",,,"Drawn",,,,"59","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194124","HVN_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with HVN layer.","No",,,"Drawn",,,,"59","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194122","LVESD_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with LVESD layer.","No",,,"Drawn",,,,"56","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194121","DualGate_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Dualgate layer.","No",,,"Drawn",,,,"55","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194127","Resistor_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Resistor layer.","No",,,"Drawn",,,,"62","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194123","HVN_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"HVN_SPE layer.","No",,,"Drawn",,,,"59","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194129","METAL_SHIELD_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with METAL_SHIELD layer.","No",,,"Drawn",,,,"68","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194133","Pad2_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pad2 layer.","No",,,"Drawn",,,,"71","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194134","Pad2_Dummy","NIL","NIL","180BSL","Active","Fill",,"Pad2_Dummy layer.","No",,,"Drawn",,,,"71","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194132","Pad2_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Pad2_SPE layer.","No",,,"Drawn",,,,"71","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194131","METAL_SHIELD_VIA_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with METAL_SHIELD_VIA layer.","No",,,"Drawn",,,,"69","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194120","Dualgate_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Dualgate_CD layer.","No",,,"Drawn",,,,"55","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194130","Pillar_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pillar layer.","No",,,"Drawn",,,,"69","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194128","Resistor_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Resistor_CD layer.","No",,,"Drawn",,,,"62","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194118","Dualgate_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Dualgate_SPE layer.","No",,,"Drawn",,,,"55","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194119","Dualgate_Dummy","NIL","NIL","180BSL","Active","Fill",,"Dualgate_Dummy layer.","No",,,"Drawn",,,,"55","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194107","VT_ADJ_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with VT_ADJ layer.","No",,,"Drawn",,,,"52","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194106","HVoxide_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with HVoxide layer.","No",,,"Drawn",,,,"51","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194104","P1SLIT","NIL","NIL","180BSL","Active","Design Utility",,"Slit in Floating Gate.","No",,,"Drawn",,,,"49","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194105","PIB_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PIB layer.","No",,,"Drawn",,,,"50","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194111","MetalTop_CD","NIL","NIL","180BSL","Active","Common Design BEOL",,"MetalTop_CD layer.","No",,,"Drawn",,,,"53","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194116","HVP_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"HVP_CD layer.","No",,,"Drawn",,,,"54","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194117","EEHV","NIL","NIL","180BSL","Active","Design Utility",,"For EEPROM.","No",,,"Drawn",,,,"54","2",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194115","HVP_Dummy","NIL","NIL","180BSL","Active","Fill",,"HVP_Dummy layer.","No",,,"Drawn",,,,"54","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194114","HVP_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with HVP layer.","No",,,"Drawn",,,,"54","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194112","HV","NIL","NIL","180BSL","Active","Design Utility",,"Define High Voltage area (Thick Gate oxide area).","No",,,"Drawn",,,,"54","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194113","HVP_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"HVP_SPE layer.","No",,,"Drawn",,,,"54","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194135","Pad2_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Pad2_CD layer.","No",,,"Drawn",,,,"71","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194137","PplusRes_Blk_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PplusRes_Blk layer.","No",,,"Drawn",,,,"74","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194136","MEMW1_Label","NIL","NIL","180BSL","Active","Design Utility",,"MEMW1_Label layer.","No",,,"Drawn",,,,"72","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194159","HVNDDD2_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with HVNDDD2 layer.","No",,,"Drawn",,,,"85","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194160","METAL_SHIELD2_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with METAL_SHIELD2 layer.","No",,,"Drawn",,,,"86","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194158","PreDope_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"PreDope_CD layer.","No",,,"Drawn",,,,"85","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194157","PreDope_Dummy","NIL","NIL","180BSL","Active","Fill",,"PreDope_Dummy layer.","No",,,"Drawn",,,,"85","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194155","PreDope_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"PreDope_SPE layer.","No",,,"Drawn",,,,"85","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194156","PreDope_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PreDope layer.","No",,,"Drawn",,,,"85","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194161","METAL_SHIELD_VIA2_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with METAL_SHIELD_VIA2 layer.","No",,,"Drawn",,,,"87","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194164","LNN_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with LNN layer.","No",,,"Drawn",,,,"87","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194163","LNN_dg","NIL","NIL","180BSL","Active","Design Utility",,"Drawn LNN.","No",,,"Drawn",,,,"87","1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194169","DRIFT_Label","NIL","NIL","180BSL","Active","Design Utility",,"(91,39) Used for LOGO or characters that do not require any logical operation/OPC, will be merged with DRIFT layer.","No",,,"Drawn",,,,"91","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194170","NH_Label","NIL","NIL","180BSL","Active","Design Utility",,"Label for NH Mask (96;39).","No",,,"Drawn",,,,"96","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194168","Win2_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Win2_CD layer.","No",,,"Drawn",,,,"91","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194167","Win2_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Win2 layer.","No",,,"Drawn",,,,"91","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194165","HVNDDD3_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with HVNDDD3 layer (88;39).","No",,,"Drawn",,,,"88","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194166","HVPDDD3_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with HVPDDD3 layer (89;39).","No",,,"Drawn",,,,"89","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194154","ZON_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with ZON layer.","No",,,"Drawn",,,,"84","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194153","PRESI_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PRESI layer.","No",,,"Drawn",,,,"83","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194142","FuseTop_Dummy","NIL","NIL","180BSL","Active","Fill",,"FuseTop Dummy Fill.","No",,,"Drawn",,,,"75","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194143","FuseTop_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"FuseTop_CD layer.","No",,,"Drawn",,,,"75","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194141","FuseTop_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with FuseTop layer.","No",,,"Drawn",,,,"75","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194140","NLDBODY_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with NLDBODY layer.","No",,,"Drawn",,,,"75","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194138","PplusRes_Blk_Dummy","NIL","NIL","180BSL","Active","Fill",,"PplusRes_Blk_Dummy layer.","No",,,"Drawn",,,,"74","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194139","PLDBODY_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with PLDBODY layer.","No",,,"Drawn",,,,"74","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194144","METAL_SHIELD_Slot","NIL","NIL","180BSL","Active","Design Utility",,"METAL_SHIELD slot.","No",,,"Drawn",,,,"78","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194146","METAL_SHIELD_Dummy","NIL","NIL","180BSL","Active","Fill",,"Dummy for METAL_SHIELD.","No",,,"Drawn",,,,"79","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194145","DNI_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with DNI layer.","No",,,"Drawn",,,,"78","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194151","Via5_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Via5 layer.","No",,,"Drawn",,,,"82","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194152","Via5_Bar","NIL","NIL","180BSL","Active","Common Design BEOL",,"Rectangular via for connecting Metal5 and Metal6.","No",,,"Drawn",,,,"82","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194147","LTCRES_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with LTCRES layer.","No",,,"Drawn",,,,"80","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194103","SAB_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"SAB_CD layer.","No",,,"Drawn",,,,"49","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194101","SAB_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with SAB layer.","No",,,"Drawn",,,,"49","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194056","Via2_Dummy","NIL","NIL","180BSL","Active","Fill",,"Via2_Dummy layer.","No",,,"Drawn",,,,"38","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194057","Via2_CD","NIL","NIL","180BSL","Active","Common Design BEOL",,"Via2_CD layer.","No",,,"Drawn",,,,"38","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194055","Via2_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Via2 layer.","No",,,"Drawn",,,,"38","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194054","Via2_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Via2_SPE layer.","No",,,"Drawn",,,,"38","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194052","Pad_Dummy","NIL","NIL","180BSL","Active","Fill",,"Pad_Dummy layer.","No",,,"Drawn",,,,"37","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194053","Pad_CD","NIL","NIL","180BSL","Active","DataPrep Marker",,"Pad_CD layer.","No",,,"Drawn",,,,"37","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194058","Via2_Bar","NIL","NIL","180BSL","Active","Common Design BEOL",,"Rectangular via for connecting Metal2 and Metal3.","No",,,"Drawn",,,,"38","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194060","Ncap_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Ncap layer.","No",,,"Drawn",,,,"39","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194059","Trench_imp_Label","NIL","NIL","180BSL","Active","Design Utility",,"Trench_imp_Label layer.","No",,,"Drawn",,,,"38","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194065","Via3_Bar","NIL","NIL","180BSL","Active","Common Design BEOL",,"Rectangular via for connecting Metal3 and Metal4.","No",,,"Drawn",,,,"40","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194066","CMTCORE0","NIL","NIL","180BSL","Active","DataPrep Marker",,"CMTCORE0 layer.","No",,,"Drawn",,,,"40","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194064","Via3_CD","NIL","NIL","180BSL","Active","Common Design BEOL",,"Via3_CD layer.","No",,,"Drawn",,,,"40","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194063","Via3_Dummy","NIL","NIL","180BSL","Active","Fill",,"Via3_Dummy layer.","No",,,"Drawn",,,,"40","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194061","Via3_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Via3_SPE layer.","No",,,"Drawn",,,,"40","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194062","Via3_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Via3 layer.","No",,,"Drawn",,,,"40","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194051","Pad_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Pad layer.","No",,,"Drawn",,,,"37","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194050","Pad_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Pad_SPE layer.","No",,,"Drawn",,,,"37","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194039","Via1_Dummy","NIL","NIL","180BSL","Active","Fill",,"Via1_Dummy layer.","No",,,"Drawn",,,,"35","4",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194040","Via1_CD","NIL","NIL","180BSL","Active","Common Design BEOL",,"Via1_CD layer.","No",,,"Drawn",,,,"35","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194038","Via1_Label","NIL","NIL","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Via1 layer.","No",,,"Drawn",,,,"35","10",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194037","Via1_SPE","NIL","NIL","180BSL","Active","DataPrep Marker",,"Via1_SPE layer.","No",,,"Drawn",,,,"35","30",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194035","Metal1_CD","NIL","NIL","180BSL","Active","Common Design BEOL",,"Metal1_CD layer.","No",,,"Drawn",,,,"34","32",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194036","HVPDDD_D","NIL","NIL","180BSL","Active","Common Design FEOL",,"Double-diffused drain implant in P-region (Drawn).","No",,,"Drawn",,,,"34","39",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194041","Via1_Bar","NIL","NIL","180BSL","Active","Common Design BEOL",,"Rectangular via for connecting Metal1 and Metal2.","No",,,"Drawn",,,,"35","15",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194031","Metal1_Label","MET1","label","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Metal1 layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"34","10",,,,,183,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194044","Metal2_Label","MET2","label","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Metal2 layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"36","10",,,,,185,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194071","Metal3_Label","MET3","label","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Metal3 layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"42","10",,,,,187,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194024","UBMPArray_Label","UBMPARRAY_Label","drawing","180BSL","Active","Design Utility",,"UBMPArray_Label layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"33","39",,,,,73,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194009","Poly2_Label","POLY2","label","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with Poly2 layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"30","10",,,,,8,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193976","COMP_Label","COMP","label","180BSL","Active","Design Utility",,"Used for LOGO or characters that do not require any logical operation/OPC, will be merged with COMP layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"22","10",,,,,6,237,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193988","Cu_PPI","Cu_PPI","drawing","180BSL","Active","DataPrep Marker",,"Cu_PPI layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"25","39",,,,,75,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193990","PM1_PPI","PM1_PPI","drawing","180BSL","Active","Marker Packaging",,"Polyimide1 opening for Cu_PPI.","Yes","DM-000013;DM-000456",,"Drawn",,,,"26","39",,,,,79,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194006","UBMPPeri_Label","UBMPPERI_Label","drawing","180BSL","Active","Design Utility",,"UBMPPeri_Label layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"29","39",,,,,72,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000193995","PM2_PPI","PM2_PPI","drawing","180BSL","Active","Marker Packaging",,"Polyimide2 opening for Cu_PPI.","Yes","DM-000013;DM-000456",,"Drawn",,,,"27","39",,,,,80,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194000","UBMEPlate_Label","UBMPPLATE_Label","drawing","180BSL","Active","Design Utility",,"UBMEPlate_Label layer.","Yes","DM-000013;DM-000456",,"Drawn",,,,"28","39",,,,,74,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194280","MVSD","MVSD","drawing","180BSL","Active","Design Utility",,"Define Medium voltage diffusion S/D area in HV area (Thick Gate oxide area).","Yes","DM-000013;DM-000456",,"Drawn",,,,"210","0",,,,,46,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000194247","UBMPArray","UBMPARRAY","drawing","180BSL","Active","Marker Packaging",,"Direct Bumping option using Array printing.","Yes","DM-000013;DM-000456",,"Drawn",,,,"184","0",,,,,42,-1,,,,,,,,,,,,,,,,,,,,,,,,
