"Number","Data Layer Name","Cadence Layer Name","Cadence Layer Purpose","Layer Technology Node","Layer Status","Layer Category","Layer Sub Category","Layer Description","Design Layer","Tech Variant - Included in PDK","Customer","Layer Type","Mask Layer Sub-Type","Intermediate Layer Type","Intermediate Layer Sub-Type","GDS Number","GDS Datatype","Oasis Number","Oasis Datatype","Cadence Material Type/Qualifier","Cadence Photo Mask Color/Color State","Cadence Name OA Number","Cadence Purpose OA Number","MDP GDS Number","MDP GDS Datatype","MDP Oasis Number","MDP Oasis Datatype","MDP Layer Type","Associated Mask","Logic Definition","Layers Driving Mask Requirement","Influencing Layers","Photo Layer Short Designation","Display","Mask Number","Related LV","Extended Data Layer Name","Extended GDS Data Type","Extended GDS Number","Extended MDP GDS Data Type","Extended MDP GDS Number","Extended MDP OASIS Data Type","Extended MDP OASIS Number","Extended OASIS Data Type","Extended OASIS Number","Mask Write Boolean","Layer Specific Reference"
"LV-0000107095","Metal3_Res","RES_MRK","Metal_3","130G-LP","Active","Design Utility",,"Metal 3 Resistor.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"110","13",,,,,110,13,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107097","Metal4_Res","RES_MRK","Metal_4","130G-LP","Active","Design Utility",,"Metal 4 Resistor.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"110","14",,,,,110,14,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107096","Metal4_BLK","METAL4","blockage","130G-LP","Active","Marker Enablement",,"Place and Route Metal4 Blockage.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"46","5",,,,,46,230,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107100","Metal6_Res","RES_MRK","Metal_6","130G-LP","Active","Design Utility",,"Metal 6 Resistor.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"110","16",,,,,110,16,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107098","Metal5_BLK","METAL5","blockage","130G-LP","Active","Marker Enablement",,"Place and Route Metal5 Blockage.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"81","5",,,,,81,230,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107099","Metal5_Res","RES_MRK","Metal_5","130G-LP","Active","Design Utility",,"Metal 5 Resistor.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"110","15",,,,,110,15,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107091","Metal1_Res","RES_MRK","Metal_1","130G-LP","Active","Design Utility",,"Metal 1 Resistor.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"110","11",,,,,110,11,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107090","Metal1_BLK","METAL1","blockage","130G-LP","Active","Marker Enablement",,"Place and Route Metal1 Blockage.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"34","5",,,,,34,230,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107083","no_tntp","NIL","NIL","130G-LP","Active","Marker Enablement",,"Exclude TN and TP generation.","No",,,"Drawn",,,,"510","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107081","no_ppopc","NIL","NIL","130G-LP","Active","OPC",,"Exclude OPC for Pplus.","No",,,"Drawn",,,,"531","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107082","no_sraf","NIL","NIL","130G-LP","Active","Marker Enablement",,"Exclude Scattering Bar.","No",,,"Drawn",,,,"501","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107084","no_touch","NIL","NIL","130G-LP","Active","Design Utility",,"No touch for ALL layers.","No",,,"Drawn",,,,"503","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107086","no_v1touch","NIL","NIL","130G-LP","Active","Design Utility",,"No touch for Via1.","No",,,"Drawn",,,,"635","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107085","no_tp_pplus","NIL","NIL","130G-LP","Active","Marker Enablement",,"Exclude TP and PPLUS generation.","No",,,"Drawn",,,,"511","0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107089","MDIODE","MDIODE","marking","130G-LP","Active","Design Utility",,"MDiode Mark.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"116","5",,,,,116,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107087","LVS_PSUB2","LVS_PSUB2","marking","130G-LP","Active","Design Utility",,"P-substrate2 LVS Mark.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"23","5",,,,,122,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000107088","LVS_RFSource","NIL","NIL","130G-LP","Active","Design Utility",,"RF Source LVS Mark.","No",,,"Drawn",,,,"100","6",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106923","LVS_VPNP","NIL","NIL","130G-LP","Active","Design Utility",,"Veritcal PNP LVS Mark","No",,,"Drawn",,,,"118","8",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106920","DIODE_MK","LVS_DIO","marking","130G-LP","Active","Marker Devices",,"Marking layer for Diode Mark.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;YI-158-DR002;DM-000450",,"Drawn",,,,"115","5",,,,,115,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106886","SRAM_C001_MK","NIL","NIL","130G-LP","Active","Design SRAM",,"Customized SRAM Marker.","No",,,"Drawn",,,,"36","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106884","SRAM_2P03_MK","NIL","NIL","130G-LP","Active","Design SRAM",,"Marker for 110nm True Shrink 2P03 SRAM cell (48;17).","No",,,"Drawn",,,,"48","17",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106885","SRAM_BCM_MK","SRAM_BCM_MK","drawing","130G-LP","Active","Design SRAM",,"Marking layer for SRAM cell.","Yes","DM-000064;DM-000211;DM-000282;DM-000428;DM-000450",,"Drawn",,,,"71","17",,,,,184,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106887","SRAM_NDRC","SRAM_NDRC","marking","130G-LP","Active","Design SRAM",,"DRC Block out area in SRAM region.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Drawn",,,,"107","5",,,,,125,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106889","STACK_MOS_MK","STACK_MOS_MK","marking","130G-LP","Active","Marker Devices",,"Marking layer for stacked mos device.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"61","17",,,,,171,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106917","LVT","LVT","drawing","130G-LP","Active","Marker Devices",,"N and P channel low-vt transistors.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Drawn",,,,"87","0",,,,,87,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106751","HV_Bias_MK","HV_Bias_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for Hign Voltage Biasing.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"20","17",,,,,158,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000187463","MTP_EL_MK","MTP_EL_MK","marking","130G-LP","Active","Marker Devices",,"Marking layer to define EL region of Ememory MTP Gen1.","Yes","DM-000282",,"Drawn",,,,"247","39",,,,,816,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106696","60V_MK","60V_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for 60V devices.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Drawn",,,,"54","17",,,,,152,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106433","SiOTP","SiOTP","drawing","130G-LP","Active","Marker Devices",,"Drawn Layer Used for Sidense OTP Cells.","Yes","DM-000282",,"Drawn",,,,"24","39",,,,,817,-1,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106705","BDP_BLK","BDP_BLK","marking","130G-LP","Active","Marker Devices",,"Marker to block Boolean Ops and Data Prep (112;17).","Yes","DM-000282",,"Drawn",,,,"112","17",,,,,1002,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106845","MTPMARK","MTPMARK","marking","130G-LP","Active","Marker Devices",,"Marking Layer for MTP.","Yes","DM-000282;DM-000450",,"Drawn",,,,"122","5",,,,,188,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106737","HALL_MK","HALL_MK","marking","130G-LP","Active","Marker Devices",,"Marker for Hall Device (85;17).","Yes","DM-000282;DM-000450",,"Drawn",,,,"85","17",,,,,708,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000258843","HALL_MK","HALL_MK","marking","130G-LP","Active","Marker Devices",,"Marker for Hall Device (85;17).","Yes","DM-000064",,"Drawn",,,,"85","17",,,,,711,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000258807","ERC_WVR_MK","ERC_WVR_MK","marking","130G-LP","Active","Marker Enablement",,"Marking layer to waive for NTAP.1 and NTAP.2 ERC violation.","Yes","DM-000282",,"Drawn",,,,"264","39",,,,,815,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000106875","POWERCELL_MK","POWERCELL_MK","marking","130G-LP","Active","Marker Devices",,"Marking layer for Powercell.","Yes","DM-000064;DM-000282;DM-000450",,"Drawn",,,,"47","17",,,,,420,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000259006","SWITCH_MK","SWITCH_MK","marking","130G-LP","Active","Design Utility",,"Marking layer for HV switch devices.","Yes","DM-000450",,"Drawn",,,,"151","17",,,,,818,6,,,,,,,,,,,,,,,,,,,,,,,,
"LV-0000250192","LNN","NIL","NIL","130G-LP","Active","Generated Mask",,"Add to LMT output GDS superset.","No","DM-000064;DM-000282;DM-000450",,"Mask",,,,,,,,,,,,"87","0",,,,,,,,,,"54",,,,,,,,,,,,
"LV-0000250193","ALPad","NIL","NIL","130G-LP","Active","Generated Mask",,"Add to LMT output GDS superset.","No","DM-000064;DM-000282;DM-000450",,"Mask",,,,,,,,,,,,"130","0",,,,,,,,,,"9S",,,,,,,,,,,,
"LV-0000106216","Poly3","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Resistors and top plate of the capacitor.","No",,,"Mask",,,,"45","0",,,,,,,"45","0",,,,,,,,,,"66",,,,,,,,,,,,
"LV-0000106217","Poly2","POLY2","drawing","130G-LP","Active","Common Design FEOL",,"Poly 2 gate, interconnect and top plate of ONO capacitor.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"30","0",,,,,30,-1,"30","0",,,,,,,,,,"60",,,,,,,,,,,,
"LV-0000106213","PplusRes_Blk","NIL","NIL","130G-LP","Active","Generated Mask",,"Layer PplusRes_Blk.","No",,,"Mask",,,,"74","0",,,,,,,"74","0",,,,,,,,,,"51",,,,,,,,,,,,
"LV-0000106215","PolyPwell1","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Poly Pwell1 implant for optical device.","No",,,"Mask",,,,"243","0",,,,,,,"243","0",,,,,,,,,,"5X",,,,,,,,,,,,
"LV-0000106214","PolyPwell2","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Poly Pwell2 implant for optical device.","No",,,"Mask",,,,"244","0",,,,,,,"244","0",,,,,,,,,,"5Y",,,,,,,,,,,,
"LV-0000106201","TP","TP","drawing","130G-LP","Active","Common Design FEOL",,"LV PMOS LDD, Pocket.","Yes","DM-000064;DM-000282;DM-000450",,"Mask",,,,"10","0",,,,,107,-1,"10","0",,,,,,,,,,"64",,,,,,,,,,,,
"LV-0000106199","Trench","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Defines Deep Trench for NPN isolation.","No",,,"Mask",,,,"6","0",,,,,,,"6","0",,,,,,,,,,"12",,,,,,,,,,,,
"LV-0000106200","TUNOX","TUNOX","drawing","130G-LP","Active","Common Design FEOL",,"Cell Tunnel oxide.","Yes","DM-000064;DM-000211;DM-000282;YI-158-DR002;DM-000450",,"Mask",,,,"27","0",,,,,9,-1,"27","0",,,,,,,,,,"35",,,,,,,,,,,,
"LV-0000106185","ZENER","ZENER","drawing","130G-LP","Active","Marker Devices",,"ZENER diode implant.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Mask",,,,"178","0",,,,,130,-1,"178","0",,,,,,,,,,"2C",,,,,,,,,,,,
"LV-0000106187","ViaTop","VIA7","drawing","130G-LP","Active","Common Design BEOL",,"Top Metal (MT) to (MT-1) contact.","Yes","DM-000064;DM-000282;DM-000429;DM-000465;YI-108-DR001;YI-108-DR015;YI-108-DR016;YI-108-DR017;YI-108-DR068;YI-129-DR003;YI-142-DR001;YI-154-DR001;YI-158-DR002;YI-163-DR002;DM-000450",,"Mask",,,,"129","0",,,,,124,-1,"129","0",,,,,,,,,,"9R",,,,,,,,,,,,
"LV-0000106186","Win2","Win2","drawing","130G-LP","Active","Design Utility",,"Via Connecting MetalTop and ALPad.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;DM-000450",,"Mask",,,,"91","0",,,,,91,-1,"91","0",,,,,,,,,,"9C",,,,,,,,,,,,
"LV-0000106184","ZERO_MASK","NIL","NIL","130G-LP","Active","Generated Mask",,"Layer ZERO_MASK.","No",,,"Mask",,,,"221","0",,,,,,,"221","0",,,,,,,,,,"00",,,,,,,,,,,,
"LV-0000106182","ZPVT","NIL","NIL","130G-LP","Active","Marker Devices",,"Nwell for Zero Vt P-ch transistor.","No",,,"Mask",,,,"150","0",,,,,,,"150","0",,,,,,,,,,"1C",,,,,,,,,,,,
"LV-0000106183","ZON","NIL","NIL","130G-LP","Active","Marker Devices",,"Low VT NMOS.","No",,,"Mask",,,,"84","0",,,,,,,"84","0",,,,,,,,,,"6C",,,,,,,,,,,,
"LV-0000106177","Zener_Pimp","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Over size of Zener_Pdiff.","No",,,"Mask",,,,"155","0",,,,,,,"155","0",,,,,,,,,,"6Q",,,,,,,,,,,,
"LV-0000106181","ZVT","NIL","NIL","130G-LP","Active","Marker Devices",,"Pwell for Zero Vt N-ch transistor.","No",,,"Mask",,,,"141","0",,,,,,,"141","0",,,,,,,,,,"1B",,,,,,,,,,,,
"LV-0000106178","Zener_Nimp","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Over size of Zener_Ndiff.","No",,,"Mask",,,,"13","28",,,,,,,"13","28",,,,,,,,,,"6R",,,,,,,,,,,,
"LV-0000106188","ViaRDL","ViaRDL","drawing","130G-LP","Active","Common Design BEOL",,"Via Connecting Top Metal and RDL Metal.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"170","0",,,,,64,-1,"170","0",,,,,,,,,,"9X",,,,,,,,,,,,
"LV-0000106189","Via8","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Layer Via8.","No",,,"Mask",,,,"71","28",,,,,,,"71","28",,,,,,,,,,"A6",,,,,,,,,,,,
"LV-0000106196","Via1","VIA1","drawing","130G-LP","Active","Common Design BEOL",,"Metal 2 to metal 1 contact.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"35","0",,,,,35,-1,"35","0",,,,,,,,,,"85",,,,,,,,,,,,
"LV-0000106198","Trench_imp","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Layer Trench_imp.","No",,,"Mask",,,,"15","28",,,,,,,"15","28",,,,,,,,,,"1S",,,,,,,,,,,,
"LV-0000106197","VIA_METAL_STRAP","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Via connecting Metalx to METAL_STRAP (51;28).","No",,,"Mask",,,,"51","28",,,,,,,"51","28",,,,,,,,,,"AO",,,,,,,,,,,,
"LV-0000106195","Via2","VIA2","drawing","130G-LP","Active","Common Design BEOL",,"Metal 3 to metal 2 contact.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"38","0",,,,,38,-1,"38","0",,,,,,,,,,"91",,,,,,,,,,,,
"LV-0000106193","Via4","VIA4","drawing","130G-LP","Active","Common Design BEOL",,"Metal 5 to metal 4 contact.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"41","0",,,,,41,-1,"41","0",,,,,,,,,,"97",,,,,,,,,,,,
"LV-0000106194","Via3","VIA3","drawing","130G-LP","Active","Common Design BEOL",,"Metal 4 to metal 3 contact.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"40","0",,,,,40,-1,"40","0",,,,,,,,,,"94",,,,,,,,,,,,
"LV-0000106190","Via7","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Metal 8 to metal 7 contact.","No",,,"Mask",,,,"140","0",,,,,,,"140","0",,,,,,,,,,"9W",,,,,,,,,,,,
"LV-0000106192","Via5","VIA5","drawing","130G-LP","Active","Common Design BEOL",,"Metal 6 to metal 5 contact.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"82","0",,,,,82,-1,"82","0",,,,,,,,,,"9D",,,,,,,,,,,,
"LV-0000106191","Via6","VIA6","drawing","130G-LP","Active","Common Design BEOL",,"Metal 7 to metal 6 contact.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"127","0",,,,,127,-1,"127","0",,,,,,,,,,"9P",,,,,,,,,,,,
"LV-0000106222","P_PTHROU","NIL","NIL","130G-LP","Active","Common Design FEOL",,"P-Pthrou Implamt.","No",,,"Mask",,,,"234","0",,,,,,,"234","0",,,,,,,,,,"5Q",,,,,,,,,,,,
"LV-0000106224","PWLVT","NIL","NIL","130G-LP","Active","Generated Mask",,"Layer PWLVT.","No",,,"Mask",,,,"135","0",,,,,,,"135","0",,,,,,,,,,"1A",,,,,,,,,,,,
"LV-0000106223","PW_NAT","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Implant layer to increase Vt for native thin NMOS Transistor.","No",,,"Mask",,,,"164","0",,,,,,,"164","0",,,,,,,,,,"22",,,,,,,,,,,,
"LV-0000106254","NDRES","NIL","NIL","130G-LP","Active","Marker Devices",,"SAB active N+ resistor tunning.","No",,,"Mask",,,,"209","0",,,,,,,"209","0",,,,,,,,,,"7K",,,,,,,,,,,,
"LV-0000106256","MetalRDL","MetalRDL","drawing","130G-LP","Active","Common Design BEOL",,"Metal connected to the Al Cap.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"171","0",,,,,65,-1,"171","0",,,,,,,,,,"9Y",,,,,,,,,,,,
"LV-0000106255","MetalTop","METAL8","drawing","130G-LP","Active","Common Design BEOL",,"Top Metal interconnect.","Yes","DM-000064;DM-000282;DM-000429;DM-000465;YI-108-DR001;YI-108-DR015;YI-108-DR016;YI-108-DR017;YI-108-DR068;YI-129-DR003;YI-142-DR001;YI-154-DR001;YI-158-DR002;YI-163-DR002;DM-000450",,"Mask",,,,"53","0",,,,,53,-1,"53","0",,,,,,,,,,"98",,,,,,,,,,,,
"LV-0000106253","NDVT","NIL","NIL","130G-LP","Active","Common Design FEOL",,"1.8V or 3.3V N-channel VT implant.","No",,,"Mask",,,,"247","0",,,,,,,"247","0",,,,,,,,,,"5V",,,,,,,,,,,,
"LV-0000106251","NLDBODY2","NLDBODY2","drawing","130G-LP","Active","Common Design FEOL",,"HV LDNMOS Body (49;28).","Yes","DM-000282",,"Mask",,,,"49","28",,,,,403,-1,"49","28",,,,,,,,,,"AM",,,,,,,,,,,,
"LV-0000106252","NH","NH","drawing","130G-LP","Active","Common Design FEOL",,"Hall Plate N Implant (50;28).","Yes","DM-000064;DM-000450",,"Mask",,,,"50","28",,,,,710,-1,"50","28",,,,,,,,,,"AN",,,,,,,,,,,,
"LV-0000106248","NSinker","NSINKER","drawing","130G-LP","Active","Common Design FEOL",,"N+ sinker layer.","Yes",,,"Mask",,,,"122","0",,,,,802,-1,"122","0",,,,,,,,,,"48",,,,,,,,,,,,
"LV-0000106250","NLDBODY","NLDBODY","drawing","130G-LP","Active","Common Design FEOL",,"Ultra low Rdson LDNMOS Body.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Mask",,,,"40","28",,,,,160,-1,"40","28",,,,,,,,,,"0V",,,,,,,,,,,,
"LV-0000106249","NRESI","NIL","NIL","130G-LP","Active","Marker Devices",,"Non-salicided N+ Poly resistor on field.","No",,,"Mask",,,,"172","0",,,,,,,"172","0",,,,,,,,,,"5C",,,,,,,,,,,,
"LV-0000106257","Metal9","NIL","NIL","130G-LP","Active","Common Design BEOL",,"Metal9 (72;28).","No",,,"Mask",,,,"72","28",,,,,,,"72","28",,,,,,,,,,"A7",,,,,,,,,,,,
"LV-0000106259","Metal7","METAL7","drawing","130G-LP","Active","Common Design BEOL",,"Metal 7 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"128","0",,,,,123,-1,"128","0",,,,,,,,,,"9Q",,,,,,,,,,,,
"LV-0000106266","MVPVT","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Vt implant at medium voltage P-region.","No",,,"Mask",,,,"206","0",,,,,,,"206","0",,,,,,,,,,"2E",,,,,,,,,,,,
"LV-0000106268","MTPCELL2","MTPCELL2","drawing","130G-LP","Active","Common Design FEOL",,"MTP Well Implant-2 (PMOS).","Yes","DM-000064;DM-000282;DM-000450",,"Mask",,,,"57","28",,,,,706,-1,"57","28",,,,,,,,,,"AE",,,,,,,,,,,,
"LV-0000106267","MVNVT","MVNVT","drawing","130G-LP","Active","Common Design FEOL",,"MV NMOS LDD.","Yes","DM-000064;DM-000282;DM-000450",,"Mask",,,,"205","0",,,,,178,-1,"205","0",,,,,,,,,,"1L",,,,,,,,,,,,
"LV-0000106265","Metal1","METAL1","drawing","130G-LP","Active","Common Design BEOL",,"Metal 1 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"34","0",,,,,34,-1,"34","0",,,,,,,,,,"80",,,,,,,,,,,,
"LV-0000106263","Metal3","METAL3","drawing","130G-LP","Active","Common Design BEOL",,"Metal 3 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"42","0",,,,,42,-1,"42","0",,,,,,,,,,"93",,,,,,,,,,,,
"LV-0000106264","Metal2","METAL2","drawing","130G-LP","Active","Common Design BEOL",,"Metal 2 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-129-DR003;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"36","0",,,,,36,-1,"36","0",,,,,,,,,,"88",,,,,,,,,,,,
"LV-0000106260","Metal6","METAL6","drawing","130G-LP","Active","Common Design BEOL",,"Metal 6 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"126","0",,,,,126,-1,"126","0",,,,,,,,,,"9N",,,,,,,,,,,,
"LV-0000106262","Metal4","METAL4","drawing","130G-LP","Active","Common Design BEOL",,"Metal 4 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"46","0",,,,,46,-1,"46","0",,,,,,,,,,"96",,,,,,,,,,,,
"LV-0000106261","Metal5","METAL5","drawing","130G-LP","Active","Common Design BEOL",,"Metal 5 interconnect.","Yes","DM-000064;DM-000211;DM-000282;YI-108-DR001;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"81","0",,,,,81,-1,"81","0",,,,,,,,,,"9E",,,,,,,,,,,,
"LV-0000106247","NVT","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Nch Vt implant for devices except high voltage native Nch and memory cell transistor (MC CG).","No",,,"Mask",,,,"19","0",,,,,,,"19","0",,,,,,,,,,"29",,,,,,,,,,,,
"LV-0000106245","NWHV","NIL","NIL","130G-LP","Active","Common Design FEOL",,"NWELL implant on high voltage area.","No",,,"Mask",,,,"201","0",,,,,,,"201","0",,,,,,,,,,"5B",,,,,,,,,,,,
"LV-0000106246","NW1A","NW1A","drawing","130G-LP","Active","Common Design FEOL",,"MV Nwell for 5V PMOS.","Yes","DM-000064;DM-000211;DM-000282;YI-154-DR001;YI-154-DR002;DM-000450",,"Mask",,,,"148","0",,,,,17,-1,"148","0",,,,,,,,,,"16",,,,,,,,,,,,
"LV-0000106231","PLDBODY","PLDBODY","drawing","130G-LP","Active","Common Design FEOL",,"Low Rds(on) LDPMOS source regions.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Mask",,,,"39","28",,,,,159,-1,"39","28",,,,,,,,,,"0U",,,,,,,,,,,,
"LV-0000106233","PISODEVICE","NIL","NIL","130G-LP","Active","Marker Devices",,"Parasitic Isolated Device.","No",,,"Mask",,,,"24","28",,,,,,,"24","28",,,,,,,,,,"0F",,,,,,,,,,,,
"LV-0000106232","PLDBODY2","PLDBODY2","drawing","130G-LP","Active","Common Design FEOL",,"HV LDPMOS Body (48;28).","Yes","DM-000282",,"Mask",,,,"48","28",,,,,402,-1,"48","28",,,,,,,,,,"AL",,,,,,,,,,,,
"LV-0000106230","POLYCON","NIL","NIL","130G-LP","Active","Generated Mask",,"Layer POLYCON.","No",,,"Mask",,,,"194","0",,,,,,,"194","0",,,,,,,,,,"7J",,,,,,,,,,,,
"LV-0000106228","POLYMEM","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Poly in memory area.","No",,,"Mask",,,,"16","0",,,,,,,"16","0",,,,,,,,,,"4C",,,,,,,,,,,,
"LV-0000106229","POLYFUSE","NIL","NIL","130G-LP","Active","Common Design FEOL",,"POLY FUSE window.","No",,,"Mask",,,,"220","0",,,,,,,"220","0",,,,,,,,,,"9Z",,,,,,,,,,,,
"LV-0000106225","PWHV","PWHV","drawing","130G-LP","Active","Common Design FEOL",,"Define High Voltage WELL Area.","Yes","DM-000064;DM-000211;DM-000282;DM-000450",,"Mask",,,,"44","0",,,,,4,-1,"44","0",,,,,,,,,,"04",,,,,,,,,,,,
"LV-0000106227","PRESI","NIL","NIL","130G-LP","Active","Common Design FEOL",,"Non-salicided P+ Poly resistor on field.","No",,,"Mask",,,,"83","0",,,,,,,"83","0",,,,,,,,,,"5A",,,,,,,,,,,,
"LV-0000106226","PVT","NIL","NIL","130G-LP","Active","Generated Mask",,"Layer PVT.","No",,,"Mask",,,,"20","0",,,,,,,"20","0",,,,,,,,,,"28",,,,,,,,,,,,
